Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Previous Purchases,Payment Method,Frequency of Purchases
4494,35,Female,Laptop,Accessories,372.79,Houston,L,Blue,Summer,,No,Standard,Yes,49,PayPal,Monthly
2501,59,Male,Gloves,Accessories,84,Massachusetts,M,Violet,Fall,2.9,No,Store Pickup,No,32,Cash,Bi-Weekly
4107,48,Male,Bag,Electronics,236.32,Houston,,Red,Spring,,Yes,Express,No,,Debit Card,Monthly
4396,65,Other,Shirt,Clothing,,Phoenix,S,Blue,Summer,,Yes,Express,Yes,,Cash,Quarterly
2299,40,Male,Handbag,Accessories,87,Montana,L,Cyan,Spring,2.9,No,2-Day Shipping,No,10,Cash,Every 3 Months
2745,38,Female,Shirt,Clothing,66,Wyoming,M,Silver,Winter,3.3,No,Store Pickup,No,40,Credit Card,Monthly
648,54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Express,Yes,23,Credit Card,Fortnightly
4572,45,Male,Bag,Electronics,1270.13,New York,,Red,Autumn,1,No,Standard,No,3,Debit Card,Weekly
1800,32,Male,Hoodie,Clothing,48,California,M,Charcoal,Fall,3.9,No,Express,No,47,Venmo,Weekly
1558,27,Male,Backpack,Accessories,34,South Dakota,L,Magenta,Fall,3.5,No,Next Day Air,Yes,34,PayPal,Quarterly
178,21,Male,Hoodie,Clothing,42,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,47,Bank Transfer,Monthly
2311,30,Male,Gloves,Accessories,68,Virginia,M,Cyan,Spring,4.6,No,Standard,No,15,PayPal,Monthly
4901,61,Male,Shirt,Accessories,,Houston,M,White,Autumn,4,No,Standard,Yes,2,PayPal,Weekly
5038,43,Other,Phone,Electronics,851.29,Los Angeles,,Green,Winter,,No,Standard,No,0,PayPal,Weekly
624,19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Standard,Yes,48,PayPal,Bi-Weekly
1007,21,Male,Pants,Clothing,83,Michigan,S,Lavender,Summer,4.5,Yes,Next Day Air,Yes,50,Venmo,Quarterly
1071,50,Male,Jewelry,Accessories,75,North Carolina,M,Magenta,Summer,3.3,No,Free Shipping,Yes,50,Debit Card,Weekly
3454,31,Female,Shirt,Clothing,60,Alabama,L,Pink,Winter,4.3,No,Standard,No,48,Venmo,Bi-Weekly
3711,60,Female,Jewelry,Accessories,40,Hawaii,M,Yellow,Summer,3.6,No,2-Day Shipping,No,32,Bank Transfer,Fortnightly
2458,53,Male,Handbag,Accessories,37,Delaware,M,Maroon,Fall,3.6,No,2-Day Shipping,No,23,Cash,Quarterly
4426,66,Male,Bag,Clothing,,Chicago,M,Blue,Summer,4,Yes,Standard,Yes,0,Cash,Quarterly
1826,23,Male,Boots,Footwear,75,South Dakota,M,Pink,Winter,4.9,No,Next Day Air,No,41,Credit Card,Weekly
418,23,Male,Sandals,Footwear,81,Mississippi,L,Beige,Fall,4.5,Yes,Free Shipping,Yes,48,Debit Card,Quarterly
458,25,Male,Gloves,Accessories,99,Rhode Island,M,Blue,Spring,4.9,Yes,Next Day Air,Yes,48,Debit Card,Every 3 Months
2801,70,Female,Shirt,Clothing,76,Arkansas,L,Violet,Fall,3.4,No,Free Shipping,No,14,Cash,Bi-Weekly
4517,40,Other,Laptop,Accessories,,Houston,L,White,Autumn,,Yes,Express,No,45,Debit Card,Monthly
2243,18,Male,Skirt,Clothing,66,Nevada,M,Orange,Spring,3.8,No,Next Day Air,No,5,Credit Card,Bi-Weekly
2427,70,Male,Jacket,Outerwear,42,Florida,M,Olive,Fall,4.6,No,Free Shipping,No,26,Debit Card,Every 3 Months
161,27,Male,Gloves,Accessories,23,Texas,M,Orange,Summer,4.6,Yes,Free Shipping,Yes,34,Venmo,Monthly
1079,37,Male,Sweater,Clothing,59,Arizona,M,Silver,Fall,4.4,No,Express,Yes,49,Credit Card,Fortnightly
4480,59,Female,Laptop,Accessories,464.46,Houston,S,Red,Spring,5,No,Express,No,,PayPal,Monthly
2016,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,8,Credit Card,Fortnightly
3426,38,Female,Hat,Accessories,54,Michigan,M,Blue,Summer,4.3,No,Next Day Air,No,3,Debit Card,Bi-Weekly
2319,69,Male,Hoodie,Clothing,28,Wyoming,L,White,Spring,3.1,No,Store Pickup,No,30,Credit Card,Annually
2969,26,Female,Sweater,Clothing,48,South Carolina,S,Gray,Fall,4.9,No,Express,No,25,Cash,Every 3 Months
2355,56,Male,Blouse,Clothing,78,Wisconsin,M,Blue,Summer,4.8,No,Next Day Air,No,27,Venmo,Monthly
1527,41,Male,Jacket,Outerwear,22,Oklahoma,L,White,Summer,3.1,No,Next Day Air,Yes,27,PayPal,Monthly
1066,59,Male,T-shirt,Clothing,20,Alabama,XL,Blue,Spring,4.1,No,Store Pickup,Yes,3,PayPal,Every 3 Months
5069,25,Male,Shoes,Electronics,,New York,,Blue,Winter,4,No,Standard,No,,Credit Card,Weekly
2853,40,Female,Belt,Accessories,71,New York,M,Magenta,Spring,3,No,Store Pickup,No,30,Venmo,Weekly
4282,40,Male,Headphones,Accessories,,Houston,L,Green,Summer,4,Yes,Standard,No,,Credit Card,Quarterly
4109,64,Female,Bag,Electronics,,New York,,White,Winter,1,No,Express,Yes,,Debit Card,Monthly
876,37,Male,Sandals,Footwear,39,North Dakota,L,Gray,Summer,4.1,Yes,Free Shipping,Yes,7,Bank Transfer,Every 3 Months
4341,57,Other,Bag,Electronics,,Phoenix,,Black,Summer,,Yes,Standard,Yes,,Credit Card,Weekly
671,63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Next Day Air,Yes,37,Cash,Bi-Weekly
261,38,Male,Hat,Accessories,57,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,11,Credit Card,Every 3 Months
26,18,Male,Hoodie,Clothing,25,Texas,M,Silver,Summer,3.6,Yes,Express,Yes,14,PayPal,Annually
3891,35,Female,Shirt,Clothing,81,Nebraska,XL,Green,Winter,2.6,No,Standard,No,33,Debit Card,Annually
2291,37,Male,Boots,Footwear,48,Kansas,L,Magenta,Winter,3.3,No,Standard,No,23,PayPal,Quarterly
4637,56,Other,Shirt,Accessories,,Los Angeles,S,Blue,Spring,2,Yes,Express,No,50,PayPal,Quarterly
1846,51,Male,Sandals,Footwear,78,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,No,39,Bank Transfer,Quarterly
3522,52,Female,Shoes,Footwear,50,Maryland,M,Pink,Winter,3.7,No,Store Pickup,No,35,Venmo,Weekly
557,40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5,Yes,Store Pickup,Yes,21,Cash,Fortnightly
3442,64,Female,Sweater,Clothing,96,Tennessee,XL,Charcoal,Fall,4.1,No,Standard,No,15,Credit Card,Annually
1600,48,Male,Shirt,Clothing,54,Delaware,M,Orange,Winter,2.8,No,2-Day Shipping,Yes,22,Debit Card,Bi-Weekly
3530,55,Female,T-shirt,Clothing,20,Montana,S,Maroon,Winter,3.9,No,Next Day Air,No,43,Bank Transfer,Weekly
1759,27,Male,Hat,Accessories,56,Pennsylvania,M,Silver,Winter,4.3,No,Free Shipping,No,17,Venmo,Bi-Weekly
2679,33,Female,Belt,Accessories,91,Montana,M,Magenta,Spring,3.4,No,2-Day Shipping,No,34,Credit Card,Bi-Weekly
1529,69,Male,T-shirt,Clothing,75,Oregon,S,Red,Spring,4,No,Store Pickup,Yes,47,Venmo,Bi-Weekly
3301,26,Female,Hat,Accessories,80,Oklahoma,M,Charcoal,Spring,4,No,Express,No,40,Bank Transfer,Bi-Weekly
3396,44,Female,Dress,Clothing,43,Colorado,M,Silver,Winter,3.1,No,Free Shipping,No,15,Debit Card,Every 3 Months
4338,29,Other,Headphones,Clothing,157.83,Chicago,L,Blue,Spring,4,No,Standard,No,19,Cash,Monthly
2871,47,Female,Jewelry,Accessories,34,North Dakota,M,Blue,Winter,4.8,No,Free Shipping,No,49,Debit Card,Every 3 Months
5033,46,Female,Phone,Electronics,,New York,,Red,Winter,5,Yes,Standard,Yes,48,Credit Card,Monthly
4814,49,Female,Headphones,Clothing,1208.85,Los Angeles,L,Red,Winter,,No,Standard,Yes,,Cash,Quarterly
723,27,Male,Sweater,Clothing,32,Wyoming,S,Blue,Summer,4.3,Yes,Store Pickup,Yes,50,Cash,Bi-Weekly
2799,52,Female,Hoodie,Clothing,20,Rhode Island,XL,Red,Winter,4.8,No,Store Pickup,No,37,PayPal,Weekly
1490,24,Male,Jewelry,Accessories,26,Missouri,XL,Magenta,Summer,4.1,No,Next Day Air,Yes,42,Venmo,Quarterly
391,25,Male,Gloves,Accessories,71,Indiana,M,Indigo,Winter,3.2,Yes,2-Day Shipping,Yes,19,PayPal,Annually
4462,40,Other,Phone,Accessories,,Chicago,M,Blue,Spring,3,No,Express,No,,Debit Card,Weekly
2195,61,Male,Socks,Clothing,29,Kentucky,M,Silver,Summer,3.5,No,Standard,No,48,Bank Transfer,Quarterly
3847,57,Female,Blouse,Clothing,58,Pennsylvania,L,Orange,Summer,4,No,Express,No,40,PayPal,Every 3 Months
705,34,Male,Hoodie,Clothing,66,Idaho,S,Black,Spring,3.2,Yes,Express,Yes,18,PayPal,Annually
1002,61,Male,Dress,Clothing,60,Washington,M,Orange,Fall,3.6,Yes,Standard,Yes,4,Debit Card,Fortnightly
1020,32,Male,Shirt,Clothing,76,Kentucky,S,Beige,Winter,2.8,Yes,Standard,Yes,33,Venmo,Bi-Weekly
4899,60,Female,Headphones,Accessories,,Phoenix,S,Red,Autumn,2,No,Express,No,,Credit Card,Weekly
1728,49,Male,Blouse,Clothing,53,Virginia,S,Violet,Spring,4,No,Express,No,19,PayPal,Monthly
1853,41,Male,Sweater,Clothing,80,Pennsylvania,XL,Violet,Winter,3.8,No,Store Pickup,No,32,Cash,Weekly
2809,49,Female,Skirt,Clothing,62,Tennessee,M,Beige,Spring,3.9,No,Free Shipping,No,45,PayPal,Every 3 Months
1724,70,Male,Scarf,Accessories,20,New York,XL,Gold,Spring,3.3,No,Standard,No,39,PayPal,Annually
3031,43,Female,Sneakers,Footwear,24,Maryland,XL,Purple,Spring,2.6,No,2-Day Shipping,No,23,Credit Card,Weekly
4440,44,Male,Shirt,Clothing,,Chicago,M,Red,Winter,,No,Standard,Yes,36,Cash,Weekly
2084,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,26,Credit Card,Fortnightly
3760,44,Female,Sneakers,Footwear,61,Missouri,M,Pink,Spring,3.5,No,Store Pickup,No,30,Venmo,Quarterly
3589,23,Female,Sunglasses,Accessories,55,Michigan,M,Magenta,Spring,3.5,No,2-Day Shipping,No,40,Cash,Annually
3719,36,Female,Pants,Clothing,50,Tennessee,L,Turquoise,Fall,2.9,No,Standard,No,44,Bank Transfer,Bi-Weekly
2916,26,Female,Shirt,Clothing,30,Oregon,M,Cyan,Fall,4.5,No,Express,No,39,Debit Card,Bi-Weekly
4879,59,Other,Shirt,Electronics,,Chicago,,Blue,Autumn,,Yes,Standard,No,24,PayPal,Monthly
1076,57,Male,Sunglasses,Accessories,50,Missouri,L,Indigo,Summer,4.9,No,Next Day Air,Yes,32,Debit Card,Bi-Weekly
2202,39,Male,Pants,Clothing,25,Ohio,L,Peach,Spring,4.9,No,2-Day Shipping,No,10,Venmo,Annually
2290,70,Male,Shorts,Clothing,82,Nevada,M,Orange,Fall,4.1,No,Free Shipping,No,47,Venmo,Weekly
541,49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Next Day Air,Yes,33,Cash,Every 3 Months
861,26,Male,Shoes,Footwear,87,South Carolina,M,Maroon,Spring,4.1,Yes,Standard,Yes,3,Cash,Monthly
1639,68,Male,Jacket,Outerwear,51,Tennessee,M,Black,Spring,4.6,No,Free Shipping,Yes,18,Venmo,Weekly
322,41,Male,Sneakers,Footwear,36,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,48,Debit Card,Quarterly
4264,60,Male,Watch,Electronics,,Houston,,Black,Summer,2,Yes,Express,Yes,,Cash,Quarterly
2414,69,Male,Shorts,Clothing,95,Pennsylvania,XL,Violet,Fall,2.7,No,2-Day Shipping,No,30,Bank Transfer,Weekly
931,26,Male,T-shirt,Clothing,78,Hawaii,L,Green,Fall,4.5,Yes,Store Pickup,Yes,20,Credit Card,Bi-Weekly
2303,36,Male,Belt,Accessories,39,Montana,L,Pink,Summer,3.6,No,Store Pickup,No,38,Venmo,Monthly
2674,67,Female,Hoodie,Clothing,21,Nevada,M,Olive,Summer,2.6,No,2-Day Shipping,No,4,Cash,Monthly
597,23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,Store Pickup,Yes,36,Venmo,Annually
335,41,Male,Blouse,Clothing,46,Kansas,M,Lavender,Fall,2.6,Yes,Next Day Air,Yes,30,Credit Card,Annually
3750,24,Female,Blouse,Clothing,95,Alaska,L,Yellow,Winter,2.9,No,2-Day Shipping,No,38,Venmo,Every 3 Months
3183,50,Female,Sunglasses,Accessories,97,Georgia,L,Green,Fall,3.6,No,Free Shipping,No,4,Credit Card,Annually
4950,19,Other,Shirt,Clothing,,Los Angeles,L,Red,Winter,,No,Express,Yes,37,PayPal,Quarterly
3425,33,Female,Scarf,Accessories,64,Florida,L,Green,Summer,3.6,No,2-Day Shipping,No,23,Credit Card,Monthly
4128,41,Female,Shoes,Electronics,,Houston,,Red,Autumn,,No,Express,No,,Credit Card,Monthly
4190,46,Other,Headphones,Accessories,1224.96,New York,L,Black,Summer,,Yes,Express,Yes,,PayPal,Quarterly
1200,49,Male,Sandals,Footwear,89,Maryland,M,Indigo,Fall,4.5,No,Free Shipping,Yes,3,Debit Card,Weekly
5092,38,Male,Headphones,Electronics,,Phoenix,,Blue,Winter,,Yes,Express,No,,Debit Card,Quarterly
1588,41,Male,Socks,Clothing,99,Alabama,M,Beige,Summer,3.5,No,Free Shipping,Yes,33,Credit Card,Fortnightly
1634,54,Male,Socks,Clothing,80,North Dakota,M,Peach,Spring,4.4,No,2-Day Shipping,Yes,33,Debit Card,Bi-Weekly
41,69,Male,Handbag,Accessories,76,Louisiana,L,Beige,Winter,4.6,Yes,Next Day Air,Yes,31,Debit Card,Quarterly
4659,20,Female,Headphones,Electronics,,New York,,Blue,Autumn,,Yes,Standard,Yes,,Cash,Weekly
4457,68,Male,Shirt,Accessories,,New York,S,Black,Autumn,,Yes,Standard,Yes,42,Credit Card,Monthly
3415,27,Female,Boots,Footwear,94,Connecticut,M,Maroon,Spring,4.9,No,Next Day Air,No,3,Bank Transfer,Quarterly
1350,21,Male,Socks,Clothing,36,South Carolina,XL,Black,Spring,3.2,No,Next Day Air,Yes,23,Cash,Bi-Weekly
657,42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Standard,Yes,6,PayPal,Quarterly
3060,46,Female,Sweater,Clothing,71,Kentucky,L,Maroon,Spring,3.2,No,Express,No,42,Credit Card,Quarterly
3167,19,Female,Shirt,Clothing,80,Georgia,M,Gold,Winter,2.7,No,Next Day Air,No,37,Bank Transfer,Fortnightly
691,25,Male,Shorts,Clothing,68,Alaska,XL,Red,Spring,4.8,Yes,Standard,Yes,45,Bank Transfer,Weekly
1357,49,Male,Jacket,Outerwear,61,Indiana,M,Cyan,Spring,4,No,Free Shipping,Yes,34,Bank Transfer,Annually
3032,61,Female,Blouse,Clothing,74,Idaho,L,Teal,Summer,4.9,No,2-Day Shipping,No,30,Credit Card,Monthly
3153,49,Female,Belt,Accessories,90,North Carolina,M,Red,Fall,3.1,No,Store Pickup,No,17,PayPal,Monthly
331,46,Male,Sweater,Clothing,51,North Dakota,M,Beige,Winter,,Yes,Express,Yes,43,Venmo,Bi-Weekly
1749,34,Male,Skirt,Clothing,93,Montana,L,Teal,Winter,3.9,No,2-Day Shipping,No,41,Bank Transfer,Annually
607,27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Standard,Yes,44,PayPal,Monthly
4726,65,Other,Laptop,Electronics,,Los Angeles,,White,Autumn,,Yes,Express,Yes,35,Credit Card,Weekly
4150,40,Other,Headphones,Clothing,988.27,New York,L,White,Winter,,No,Express,No,,Cash,Weekly
1673,18,Male,Boots,Footwear,73,South Carolina,L,Gold,Fall,3.8,No,Free Shipping,Yes,15,Venmo,Quarterly
1240,62,Male,Coat,Outerwear,37,New Jersey,XL,Magenta,Spring,4.8,No,Standard,Yes,32,Debit Card,Every 3 Months
3771,23,Female,Pants,Clothing,42,Montana,L,Black,Summer,4,No,Store Pickup,No,34,Bank Transfer,Weekly
715,26,Male,Jacket,Outerwear,70,South Dakota,M,Magenta,Fall,4.4,Yes,Store Pickup,Yes,40,Debit Card,Fortnightly
2764,28,Female,Handbag,Accessories,52,West Virginia,M,Green,Fall,2.9,No,2-Day Shipping,No,35,Venmo,Quarterly
4498,18,Female,Watch,Electronics,,Phoenix,,White,Autumn,5,No,Standard,No,15,Credit Card,Weekly
2040,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,31,Debit Card,Bi-Weekly
3074,58,Female,Shirt,Clothing,63,Oregon,L,White,Winter,3.6,No,Free Shipping,No,7,Debit Card,Bi-Weekly
3203,65,Female,Scarf,Accessories,37,Wisconsin,L,Green,Fall,4.5,No,Standard,No,38,Venmo,Annually
4270,55,Female,Phone,Electronics,387.35,Los Angeles,,White,Winter,,No,Standard,No,9,Credit Card,Quarterly
2152,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,18,Venmo,Monthly
2081,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,17,Debit Card,Bi-Weekly
2416,21,Male,Coat,Outerwear,34,Hawaii,XL,Lavender,Fall,4.3,No,Standard,No,30,Bank Transfer,Weekly
3359,56,Female,T-shirt,Clothing,59,Tennessee,M,Magenta,Fall,3.4,No,2-Day Shipping,No,26,Cash,Annually
2469,65,Male,Skirt,Clothing,21,Connecticut,L,Cyan,Winter,3.7,No,2-Day Shipping,No,6,Venmo,Weekly
2986,46,Female,Belt,Accessories,36,Hawaii,S,Teal,Summer,3,No,Express,No,21,Cash,Bi-Weekly
2165,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,46,PayPal,Bi-Weekly
4957,54,Other,Headphones,Accessories,,New York,S,Green,Autumn,5,Yes,Express,No,21,PayPal,Weekly
247,35,Male,Sunglasses,Accessories,86,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,20,Venmo,Bi-Weekly
62,55,Male,Scarf,Accessories,68,Texas,M,Orange,Winter,4.7,Yes,Store Pickup,Yes,21,Credit Card,Every 3 Months
4000,33,Other,Headphones,Electronics,,Phoenix,,Red,Spring,5,Yes,Express,Yes,47,PayPal,Quarterly
2638,20,Male,Pants,Clothing,23,Alabama,M,Magenta,Spring,3.7,No,Store Pickup,No,2,PayPal,Annually
2112,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,15,Bank Transfer,Annually
2362,44,Male,Scarf,Accessories,64,Alabama,M,Gray,Spring,4.3,No,2-Day Shipping,No,30,Credit Card,Every 3 Months
3346,28,Female,Handbag,Accessories,91,Florida,M,Turquoise,Summer,4,No,2-Day Shipping,No,3,Venmo,Bi-Weekly
4351,26,Other,Watch,Electronics,1147.1,Chicago,,White,Winter,2,No,Standard,Yes,,Credit Card,Weekly
2003,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,19,PayPal,Every 3 Months
2526,39,Male,Sweater,Clothing,72,Kentucky,M,Purple,Winter,4.2,No,Standard,No,20,PayPal,Weekly
4809,52,Male,Headphones,Clothing,,Los Angeles,M,White,Spring,,No,Express,No,29,Credit Card,Monthly
3848,60,Female,Sweater,Clothing,34,Delaware,S,Blue,Fall,3.2,No,2-Day Shipping,No,31,PayPal,Fortnightly
3066,49,Female,Jacket,Outerwear,59,North Dakota,M,Beige,Fall,2.8,No,Store Pickup,No,7,Venmo,Bi-Weekly
1202,27,Male,Shoes,Footwear,61,Illinois,XL,Black,Summer,3.1,No,2-Day Shipping,Yes,46,Venmo,Fortnightly
4318,45,Female,Watch,Electronics,335.78,New York,,White,Spring,2,No,Standard,Yes,6,Debit Card,Monthly
4135,32,Male,Phone,Clothing,,Houston,XL,Red,Winter,5,No,Standard,Yes,41,Credit Card,Weekly
4722,47,Female,Shoes,Clothing,1151.72,Los Angeles,XL,Blue,Autumn,2,No,Express,Yes,,Credit Card,Monthly
514,22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,Store Pickup,Yes,45,Venmo,Annually
2766,64,Female,Gloves,Accessories,70,Colorado,M,Purple,Summer,4.3,No,2-Day Shipping,No,24,Credit Card,Quarterly
875,25,Male,Jacket,Outerwear,65,Maine,M,Magenta,Fall,4.4,Yes,Free Shipping,Yes,10,Venmo,Every 3 Months
1472,31,Male,Jewelry,Accessories,71,Alaska,S,Gray,Spring,2.8,No,2-Day Shipping,Yes,48,Venmo,Every 3 Months
3687,59,Female,Sandals,Footwear,70,Louisiana,M,Charcoal,Spring,4.8,No,Free Shipping,No,17,Cash,Bi-Weekly
1109,27,Male,Shorts,Clothing,25,Nebraska,M,Teal,Fall,2.8,No,Standard,Yes,50,Cash,Fortnightly
2730,31,Female,Gloves,Accessories,71,Montana,S,Violet,Summer,4.1,No,Free Shipping,No,32,Credit Card,Monthly
3384,27,Female,Coat,Outerwear,43,Delaware,M,Pink,Fall,2.6,No,Next Day Air,No,39,Venmo,Bi-Weekly
3622,38,Female,Sneakers,Footwear,32,New Jersey,XL,Silver,Summer,4,No,2-Day Shipping,No,5,Cash,Fortnightly
4029,37,Female,Phone,Accessories,,Phoenix,M,Blue,Spring,,No,Standard,No,,Credit Card,Monthly
2567,35,Male,Handbag,Accessories,38,Missouri,S,Yellow,Fall,3.3,No,Standard,No,43,PayPal,Quarterly
1030,29,Male,Gloves,Accessories,22,Ohio,M,Purple,Spring,3.6,Yes,2-Day Shipping,Yes,33,Venmo,Bi-Weekly
4215,70,Male,Phone,Electronics,,New York,,Red,Summer,,No,Standard,Yes,25,PayPal,Quarterly
1189,68,Male,Blouse,Clothing,29,Mississippi,M,Magenta,Summer,3.3,No,Next Day Air,Yes,11,Credit Card,Weekly
850,23,Male,Jeans,Clothing,61,Missouri,S,Charcoal,Spring,4.3,Yes,Express,Yes,24,PayPal,Quarterly
959,70,Male,Sneakers,Footwear,53,Washington,XL,Beige,Winter,4.4,Yes,Free Shipping,Yes,31,Credit Card,Bi-Weekly
1616,64,Male,Jewelry,Accessories,62,New York,M,Indigo,Fall,3.2,No,Standard,Yes,45,Cash,Bi-Weekly
4705,28,Other,Laptop,Clothing,629.99,Los Angeles,S,White,Winter,,No,Express,Yes,5,Credit Card,Monthly
1802,33,Male,Sweater,Clothing,57,New Jersey,M,Turquoise,Spring,3.9,No,Express,No,48,Debit Card,Fortnightly
3082,64,Female,Sneakers,Footwear,44,Vermont,L,Pink,Winter,4.9,No,Next Day Air,No,11,Credit Card,Weekly
4281,48,Male,Headphones,Clothing,,Los Angeles,S,Green,Autumn,,No,Express,Yes,,Credit Card,Quarterly
3805,37,Female,Hat,Accessories,77,Florida,M,Olive,Fall,2.7,No,2-Day Shipping,No,45,Cash,Annually
4134,39,Female,Shoes,Accessories,,Los Angeles,L,Black,Spring,,No,Standard,Yes,,PayPal,Weekly
1024,61,Male,Sunglasses,Accessories,71,Maine,S,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,29,Bank Transfer,Every 3 Months
838,25,Male,Hoodie,Clothing,28,Illinois,L,Brown,Spring,4.9,Yes,Express,Yes,33,Cash,Every 3 Months
2124,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,22,Debit Card,Bi-Weekly
3137,58,Female,Skirt,Clothing,32,Minnesota,M,Gray,Fall,3.1,No,Next Day Air,No,29,Cash,Bi-Weekly
3756,64,Female,Skirt,Clothing,93,Pennsylvania,M,Peach,Fall,3.4,No,Free Shipping,No,26,Credit Card,Monthly
1754,25,Male,Skirt,Clothing,27,Colorado,L,Black,Fall,4.8,No,Next Day Air,No,23,Credit Card,Fortnightly
1465,33,Male,Belt,Accessories,92,Montana,M,Peach,Winter,4.6,No,2-Day Shipping,Yes,23,Bank Transfer,Quarterly
3705,68,Female,Sunglasses,Accessories,61,Missouri,L,Black,Winter,4,No,Store Pickup,No,36,Credit Card,Quarterly
3772,21,Female,T-shirt,Clothing,86,Oklahoma,M,Red,Winter,2.6,No,Express,No,28,Venmo,Bi-Weekly
714,37,Male,Hoodie,Clothing,90,Oregon,M,Lavender,Summer,2.6,Yes,Express,Yes,39,Bank Transfer,Bi-Weekly
3787,31,Female,Boots,Footwear,47,Tennessee,L,Yellow,Fall,3.6,No,2-Day Shipping,No,22,Venmo,Weekly
4898,61,Female,Shirt,Clothing,,Chicago,S,Red,Spring,,No,Express,No,,Cash,Quarterly
2985,45,Female,Gloves,Accessories,32,Texas,L,Red,Spring,4.3,No,2-Day Shipping,No,36,Debit Card,Bi-Weekly
2164,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,44,Bank Transfer,Monthly
3261,39,Female,Scarf,Accessories,36,Wisconsin,M,Violet,Summer,4.5,No,2-Day Shipping,No,7,Credit Card,Annually
3662,63,Female,Sandals,Footwear,39,Kansas,S,White,Winter,3.5,No,Next Day Air,No,5,Credit Card,Fortnightly
4263,51,Female,Bag,Clothing,,Houston,S,Red,Spring,4,No,Express,No,17,Debit Card,Quarterly
4754,37,Male,Phone,Electronics,,Chicago,,Black,Winter,,No,Express,Yes,,Cash,Quarterly
2387,19,Male,Socks,Clothing,33,Illinois,L,Blue,Summer,2.9,No,Standard,No,14,Venmo,Monthly
4224,46,Male,Laptop,Clothing,356.1,New York,M,Black,Autumn,,No,Express,Yes,32,Debit Card,Monthly
270,68,Male,Blouse,Clothing,44,Georgia,M,Charcoal,Winter,3.3,Yes,Next Day Air,Yes,9,Cash,Bi-Weekly
891,52,Male,Gloves,Accessories,51,New York,S,Purple,Spring,4.3,Yes,2-Day Shipping,Yes,47,Credit Card,Monthly
1996,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3,No,Standard,No,29,Debit Card,Quarterly
2126,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,31,PayPal,Quarterly
1714,49,Male,Jacket,Outerwear,22,Missouri,M,Pink,Winter,4.6,No,Free Shipping,No,37,PayPal,Quarterly
4500,22,Female,Bag,Electronics,,Phoenix,,Black,Winter,,No,Standard,Yes,39,Credit Card,Weekly
4332,31,Female,Bag,Clothing,,Los Angeles,M,White,Autumn,4,Yes,Standard,No,,Credit Card,Quarterly
4165,53,Other,Laptop,Clothing,684.07,Chicago,L,Blue,Spring,5,Yes,Standard,Yes,,Cash,Quarterly
509,27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Store Pickup,Yes,31,PayPal,Quarterly
2053,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,Annually
3536,68,Female,Shorts,Clothing,51,Mississippi,M,Red,Summer,5,No,Express,No,20,Debit Card,Monthly
3037,50,Female,Hoodie,Clothing,58,Vermont,S,Violet,Spring,4.3,No,Next Day Air,No,7,Venmo,Fortnightly
